state	code	severity	method	ic	hasPayload	hasDate	hasDateTime	hasInt32	hasInt64	hasFloat	hasDouble	hasEmpty	hasRange	hasSymbol	hasGreater	hasLower	hasBTrue	hasBFalse	hasSRange	hasLang
success	403	0	GET	1	y	n	n	n	n	n	n	n	n	n	n	n	n	n	y	n	
success	403	0	GET	1	y	n	n	n	n	n	n	y	n	n	n	n	n	n	n	n	
failed	500	2	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
failed	500	2	PUT	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
failed	500	2	POST	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
failed	500	2	DELETE	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
failed	-2	0	PATCH	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
failed	500	2	HEAD	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
failed	-2	0	OPTIONS	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	200	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	200	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	1	y	n	n	n	n	n	n	n	n	n	n	n	y	n	n	n	
success	403	0	GET	1	y	n	n	n	n	n	n	n	n	n	n	n	y	n	n	n	
success	200	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	200	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	1	y	n	n	n	n	n	n	n	n	n	n	n	n	n	y	n	
success	403	0	GET	1	y	n	n	n	n	n	n	y	n	n	n	n	n	n	n	n	
success	403	0	POST	2	y	n	n	n	n	n	n	n	n	n	n	n	n	n	y	n	
failed	405	1	POST	2	y	n	n	n	n	n	n	y	n	n	n	n	n	n	y	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	1	y	n	n	n	n	n	n	n	n	n	n	n	n	n	y	n	
success	403	0	GET	1	y	n	n	n	n	n	n	y	n	n	n	n	n	n	n	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
